merchant,industry,business_size,country,dominant_product,checkout_usd,paylink_usd,total_usd,avg_monthly_vol,tenure_months,flag_industry,flag_country,flag_product,tier
fdd07839,Personal services,small,SE,paylink,0.0,2228.9,2228.9,2228.9,2,1,0,1,Tier 2: Digital Marketing
a7da2e1d,Business services,small,US,unattributed,0.0,0.0,33334.92,2222.328,78,1,1,0,Tier 2: Digital Marketing
a4d6eea2,Personal services,small,JP,unattributed,0.0,9901.82,24433.879999999997,2221.261818181818,23,1,1,0,Tier 2: Digital Marketing
e85536d5,Business services,small,US,unattributed,0.0,0.0,4438.75,2219.375,19,1,1,0,Tier 2: Digital Marketing
b4ce52e1,Business services,small,US,unattributed,0.0,0.0,4436.63,2218.315,5,1,1,0,Tier 2: Digital Marketing
f447e74a,Clothing & accessory,small,US,paylink,0.0,8900.0,13280.0,2213.3333333333335,83,0,1,1,Tier 2: Digital Marketing
d9c96054,Personal services,medium,US,unattributed,0.0,0.0,15394.580000000002,2199.2257142857147,15,1,1,0,Tier 2: Digital Marketing
e90850d5,Business services,small,US,unattributed,491.9599999999999,0.0,32939.439999999995,2195.9626666666663,32,1,1,0,Tier 2: Digital Marketing
9164548d,Business services,small,US,unattributed,0.0,0.0,30588.0,2184.8571428571427,24,1,1,0,Tier 2: Digital Marketing
5447a4bd,Business services,small,US,unattributed,0.0,0.0,6500.0,2166.6666666666665,16,1,1,0,Tier 2: Digital Marketing
1ad37069,Electronics,small,US,paylink,0.0,4262.0,4262.0,2131.0,20,0,1,1,Tier 2: Digital Marketing
d8f0833d,Cosmetics,small,JP,paylink,0.0,2126.45,2126.45,2126.45,27,0,1,1,Tier 2: Digital Marketing
2ebd3bbf,Personal services,small,US,checkout,14800.0,0.0,14800.0,2114.285714285714,37,1,1,0,Tier 2: Digital Marketing
ae44b146,Business services,small,US,checkout,31575.0,0.0,31600.0,2106.6666666666665,40,1,1,0,Tier 2: Digital Marketing
97d7890c,Business services,small,US,unattributed,0.0,0.0,25253.489999999998,2104.4575,17,1,1,0,Tier 2: Digital Marketing
33ae48d4,Personal services,small,US,unattributed,0.0,135.0,27150.0,2088.4615384615386,39,1,1,0,Tier 2: Digital Marketing
ca242d6b,Business services,small,US,unattributed,0.0,0.0,26884.18,2068.0138461538463,5,1,1,0,Tier 2: Digital Marketing
c36697ad,Business services,small,US,unattributed,0.0,0.0,6200.0,2066.6666666666665,8,1,1,0,Tier 2: Digital Marketing
5f6f6c3c,Personal services,small,US,unattributed,0.0,0.0,4120.0,2060.0,47,1,1,0,Tier 2: Digital Marketing
7a5a4694,Others,small,US,paylink,0.0,2054.0,2054.0,2054.0,4,0,1,1,Tier 2: Digital Marketing
360093ab,Personal services,small,US,paylink,0.0,6047.0,6147.0,2049.0,44,1,1,1,Tier 2: Digital Marketing
f845eb0c,Business services,small,US,unattributed,0.0,0.0,12266.14,2044.3566666666666,56,1,1,0,Tier 2: Digital Marketing
72832ccd,Business services,small,US,unattributed,0.0,0.0,30611.46,2040.764,15,1,1,0,Tier 2: Digital Marketing
9dc466ec,Business services,small,US,unattributed,0.0,0.0,4070.92,2035.46,24,1,1,0,Tier 2: Digital Marketing
431ed35d,Business services,small,US,unattributed,0.0,0.0,2000.0,2000.0,29,1,1,0,Tier 2: Digital Marketing
9641614f,Business services,small,US,unattributed,0.0,0.0,6000.0,2000.0,2,1,1,0,Tier 2: Digital Marketing
1fab243c,Business services,small,US,unattributed,0.0,0.0,2000.0,2000.0,5,1,1,0,Tier 2: Digital Marketing
168d0577,Personal services,small,US,unattributed,0.0,0.0,13893.5,1984.7857142857142,25,1,1,0,Tier 2: Digital Marketing
9f971d28,Personal services,small,US,unattributed,0.0,0.0,27770.0,1983.5714285714287,9,1,1,0,Tier 2: Digital Marketing
96a2080e,Business services,small,US,unattributed,0.0,0.0,11883.65,1980.6083333333333,9,1,1,0,Tier 2: Digital Marketing
861a2833,Business services,small,US,unattributed,0.0,0.0,3920.0,1960.0,20,1,1,0,Tier 2: Digital Marketing
a532bdc6,Personal services,small,US,unattributed,0.0,0.0,29372.449999999997,1958.1633333333332,36,1,1,0,Tier 2: Digital Marketing
4aa78861,Business services,small,US,unattributed,0.0,0.0,23423.0,1951.9166666666667,20,1,1,0,Tier 2: Digital Marketing
3d8ba941,Business services,small,US,unattributed,0.0,0.0,9732.779999999999,1946.5559999999998,6,1,1,0,Tier 2: Digital Marketing
fc549477,Personal services,small,US,unattributed,0.0,0.0,3872.6000000000004,1936.3000000000002,6,1,1,0,Tier 2: Digital Marketing
f5729a6f,Personal services,small,IT,paylink,0.0,5800.110000000001,5800.110000000001,1933.3700000000001,26,1,0,1,Tier 2: Digital Marketing
f4ce444d,Business services,small,US,unattributed,0.0,0.0,3837.0,1918.5,9,1,1,0,Tier 2: Digital Marketing
af2ab710,Business services,small,US,unattributed,0.0,0.0,24788.04,1906.7723076923078,5,1,1,0,Tier 2: Digital Marketing
55abed27,Personal services,small,US,unattributed,0.0,0.0,28535.6,1902.3733333333332,58,1,1,0,Tier 2: Digital Marketing
1150dba6,Business services,small,US,unattributed,0.0,0.0,17115.0,1901.6666666666667,13,1,1,0,Tier 2: Digital Marketing
9598107b,Business services,small,US,paylink,0.0,5000.0,5700.0,1900.0,28,1,1,1,Tier 2: Digital Marketing
4dfdc6e9,Personal services,large,US,unattributed,0.0,0.0,26512.5,1893.75,8,1,1,0,Tier 2: Digital Marketing
86055195,Business services,small,IT,paylink,0.0,14929.38,15148.88,1893.61,7,1,0,1,Tier 2: Digital Marketing
186b6789,Personal services,small,US,unattributed,0.0,0.0,13129.0,1875.5714285714287,34,1,1,0,Tier 2: Digital Marketing
a46f4b98,Personal services,small,US,unattributed,0.0,0.0,1867.95,1867.95,48,1,1,0,Tier 2: Digital Marketing
0d71b51a,Business services,medium,US,unattributed,0.0,2199.0,5599.0,1866.3333333333333,16,1,1,0,Tier 2: Digital Marketing
5f8873c7,Business services,small,US,unattributed,0.0,2909.39,7371.1,1842.775,3,1,1,0,Tier 2: Digital Marketing
0b0a70ee,Business services,small,JP,unattributed,0.0,0.0,3678.5,1839.25,21,1,1,0,Tier 2: Digital Marketing
044fd043,Education,small,US,paylink,0.0,21086.8,21934.3,1827.8583333333333,5,0,1,1,Tier 2: Digital Marketing
4662949b,Business services,large,US,checkout,13600.0,0.0,14520.0,1815.0,75,1,1,0,Tier 2: Digital Marketing
b44f6496,"Religion, politics & other memberships",small,US,paylink,0.0,12700.0,12700.0,1814.2857142857142,15,0,1,1,Tier 2: Digital Marketing
a9c6a715,Personal services,small,US,unattributed,0.0,1567.8,21642.260000000002,1803.5216666666668,6,1,1,0,Tier 2: Digital Marketing
903f4ca9,Business services,small,US,unattributed,0.0,0.0,10740.0,1790.0,15,1,1,0,Tier 2: Digital Marketing
b273a3df,Personal services,small,US,unattributed,0.0,0.0,22985.0,1768.076923076923,81,1,1,0,Tier 2: Digital Marketing
e7751f11,Business services,small,ES,paylink,0.0,1761.28,1761.28,1761.28,3,1,0,1,Tier 2: Digital Marketing
835a04e6,Business services,small,FR,paylink,0.0,13671.59,22712.849999999995,1747.1423076923072,8,1,0,1,Tier 2: Digital Marketing
9000542d,Business services,small,US,unattributed,0.0,0.0,26101.019999999997,1740.0679999999998,23,1,1,0,Tier 2: Digital Marketing
8caaa381,Business services,small,US,unattributed,0.0,0.0,5199.8,1733.2666666666667,14,1,1,0,Tier 2: Digital Marketing
92523861,"Religion, politics & other memberships",small,US,paylink,0.0,6900.0,6900.0,1725.0,22,0,1,1,Tier 2: Digital Marketing
77283bda,Personal services,small,US,unattributed,0.0,0.0,3450.0,1725.0,10,1,1,0,Tier 2: Digital Marketing
74940fc0,Personal services,small,US,unattributed,0.0,0.0,12066.85,1723.8357142857144,17,1,1,0,Tier 2: Digital Marketing
c29b8a0a,Business services,small,US,unattributed,0.0,0.0,6893.0,1723.25,35,1,1,0,Tier 2: Digital Marketing
090dcd66,Personal services,small,US,unattributed,0.0,0.0,3444.0,1722.0,74,1,1,0,Tier 2: Digital Marketing
56622b15,Business services,small,US,unattributed,0.0,0.0,3427.1800000000003,1713.5900000000001,30,1,1,0,Tier 2: Digital Marketing
d26100ba,Business services,small,US,unattributed,0.0,1800.0,11980.02,1711.4314285714286,11,1,1,0,Tier 2: Digital Marketing
60a23e6d,Business services,small,US,unattributed,0.0,0.0,6799.5,1699.875,7,1,1,0,Tier 2: Digital Marketing
b1657a1e,Clothing & accessory,small,US,paylink,0.0,5650.0,6772.24,1693.06,5,0,1,1,Tier 2: Digital Marketing
df523f55,Business services,small,US,unattributed,0.0,0.0,5050.0,1683.3333333333333,76,1,1,0,Tier 2: Digital Marketing
e7e13db5,Personal services,small,US,unattributed,0.0,0.0,5049.34,1683.1133333333335,64,1,1,0,Tier 2: Digital Marketing
c6e9ffc3,Personal services,small,US,unattributed,0.0,0.0,3361.0,1680.5,22,1,1,0,Tier 2: Digital Marketing
9a4cd6f0,Business services,small,US,unattributed,0.0,0.0,11754.86,1679.2657142857145,7,1,1,0,Tier 2: Digital Marketing
9a237d81,Cosmetics,small,AE,paylink,0.0,1673.85,1673.85,1673.85,3,0,1,1,Tier 2: Digital Marketing
c72255bb,Business services,small,US,unattributed,0.0,0.0,5000.0,1666.6666666666667,53,1,1,0,Tier 2: Digital Marketing
e4811a1d,Business services,small,US,unattributed,0.0,0.0,8325.32,1665.0639999999999,13,1,1,0,Tier 2: Digital Marketing
0cb6b74f,Business services,small,US,unattributed,0.0,0.0,3300.0,1650.0,20,1,1,0,Tier 2: Digital Marketing
65939040,Business services,small,US,unattributed,0.0,0.0,3299.0,1649.5,21,1,1,0,Tier 2: Digital Marketing
d75e7bfb,Personal services,small,US,unattributed,0.0,0.0,1648.0,1648.0,15,1,1,0,Tier 2: Digital Marketing
49006d18,Business services,small,AU,paylink,0.0,4746.61,4941.86,1647.2866666666666,24,1,0,1,Tier 2: Digital Marketing
b01a8206,Personal services,small,US,unattributed,0.0,0.0,8188.01,1637.602,5,1,1,0,Tier 2: Digital Marketing
8ec15612,Business services,medium,US,unattributed,0.0,0.0,11357.32,1622.4742857142858,5,1,1,0,Tier 2: Digital Marketing
40d0f598,Business services,small,GB,paylink,0.0,4580.37,6479.0,1619.75,8,1,0,1,Tier 2: Digital Marketing
373572a7,Business services,small,US,unattributed,0.0,0.0,6395.63,1598.9075,3,1,1,0,Tier 2: Digital Marketing
64a497e2,Business services,small,US,unattributed,0.0,0.0,3150.0,1575.0,10,1,1,0,Tier 2: Digital Marketing
8f5e065f,Personal services,small,US,unattributed,0.0,225.0,15735.24,1573.524,15,1,1,0,Tier 2: Digital Marketing
1202223e,Business services,small,US,unattributed,0.0,0.0,21906.949999999997,1564.7821428571426,20,1,1,0,Tier 2: Digital Marketing
d7f8e596,Personal services,small,US,unattributed,0.0,0.0,23401.009999999995,1560.067333333333,9,1,1,0,Tier 2: Digital Marketing
c9070aab,Business services,small,US,unattributed,0.0,0.0,3104.0,1552.0,15,1,1,0,Tier 2: Digital Marketing
9abe55a3,Business services,small,US,unattributed,0.0,0.0,13949.0,1549.888888888889,9,1,1,0,Tier 2: Digital Marketing
0e54c546,Business services,small,JP,unattributed,0.0,0.0,3095.13,1547.565,3,1,1,0,Tier 2: Digital Marketing
0fd1c308,Business services,small,US,unattributed,0.0,0.0,18403.649999999998,1533.6374999999998,4,1,1,0,Tier 2: Digital Marketing
1956af69,Business services,small,US,unattributed,0.0,0.0,6119.4,1529.85,8,1,1,0,Tier 2: Digital Marketing
68dc2f2d,Business services,small,US,unattributed,0.0,0.0,15295.9,1529.59,2,1,1,0,Tier 2: Digital Marketing
e58a7f59,Business services,small,US,unattributed,0.0,0.0,3050.75,1525.375,9,1,1,0,Tier 2: Digital Marketing
4e373a5f,Business services,small,US,unattributed,0.0,0.0,3050.0,1525.0,9,1,1,0,Tier 2: Digital Marketing
9c915693,Business services,small,US,unattributed,0.0,0.0,10573.61,1510.5157142857145,55,1,1,0,Tier 2: Digital Marketing
7a93e1d4,Business services,small,US,unattributed,0.0,0.0,21058.5,1504.1785714285713,10,1,1,0,Tier 2: Digital Marketing
e642c1a2,Software,small,US,paylink,0.0,1501.0,1501.0,1501.0,2,0,1,1,Tier 2: Digital Marketing
63d61e5a,Business services,small,US,unattributed,0.0,0.0,1500.0,1500.0,25,1,1,0,Tier 2: Digital Marketing
fafd3ab3,Personal services,small,US,unattributed,0.0,0.0,3000.0,1500.0,34,1,1,0,Tier 2: Digital Marketing
6f92af25,Personal services,small,US,unattributed,0.0,0.0,10452.119999999999,1493.1599999999999,16,1,1,0,Tier 2: Digital Marketing
de5828f4,Personal services,small,US,unattributed,0.0,0.0,13425.79,1491.7544444444445,50,1,1,0,Tier 2: Digital Marketing
b349a171,Personal services,small,US,unattributed,0.0,0.0,8898.880000000001,1483.1466666666668,6,1,1,0,Tier 2: Digital Marketing
ee1409b2,Personal services,small,US,unattributed,0.0,0.0,8857.0,1476.1666666666667,8,1,1,0,Tier 2: Digital Marketing
063a9c83,Business services,small,US,unattributed,0.0,0.0,20492.0,1463.7142857142858,70,1,1,0,Tier 2: Digital Marketing
37666156,Business services,small,US,unattributed,0.0,0.0,11575.0,1446.875,10,1,1,0,Tier 2: Digital Marketing
d6b903ea,Business services,small,JP,unattributed,429.44,0.0,5746.12,1436.53,2,1,1,0,Tier 2: Digital Marketing
b771715c,Business services,small,US,unattributed,0.0,0.0,5700.0,1425.0,19,1,1,0,Tier 2: Digital Marketing
1f82442f,Personal services,small,US,unattributed,0.0,0.0,2850.0,1425.0,5,1,1,0,Tier 2: Digital Marketing
6fb81ed0,Business services,small,US,unattributed,0.0,0.0,4270.0,1423.3333333333333,12,1,1,0,Tier 2: Digital Marketing
5090b168,Personal services,small,CA,paylink,0.0,1620.0,2806.54,1403.27,3,1,0,1,Tier 2: Digital Marketing
0727f5a3,Business services,small,US,unattributed,0.0,0.0,7000.0,1400.0,12,1,1,0,Tier 2: Digital Marketing
a521eecf,Business services,small,US,unattributed,0.0,0.0,5598.73,1399.6825,3,1,1,0,Tier 2: Digital Marketing
47775850,Business services,small,US,unattributed,0.0,0.0,5589.99,1397.4975,29,1,1,0,Tier 2: Digital Marketing
215a3467,Business services,small,CA,paylink,0.0,2784.7,2784.7,1392.35,5,1,0,1,Tier 2: Digital Marketing
f065e4ad,Business services,small,US,unattributed,0.0,0.0,6920.0,1384.0,12,1,1,0,Tier 2: Digital Marketing
2d161dc5,Personal services,small,US,unattributed,0.0,0.0,20685.33,1379.0220000000002,45,1,1,0,Tier 2: Digital Marketing
5d2447ff,Business services,medium,US,unattributed,0.0,0.0,19079.15,1362.7964285714286,29,1,1,0,Tier 2: Digital Marketing
bfa411d9,Business services,small,US,unattributed,0.0,0.0,1359.68,1359.68,7,1,1,0,Tier 2: Digital Marketing
2b0480ea,Business services,small,GB,paylink,0.0,1541.63,2706.83,1353.415,9,1,0,1,Tier 2: Digital Marketing
dd0e676d,Business services,small,US,paylink,539.0,2970.0,5409.0,1352.25,20,1,1,1,Tier 2: Digital Marketing
af763232,Business services,small,US,unattributed,0.0,0.0,9450.0,1350.0,50,1,1,0,Tier 2: Digital Marketing
40f33480,Business services,small,US,unattributed,0.0,0.0,1350.0,1350.0,17,1,1,0,Tier 2: Digital Marketing
7116d27c,Business services,small,US,unattributed,0.0,0.0,1350.0,1350.0,27,1,1,0,Tier 2: Digital Marketing
68cccdfe,Personal services,small,US,unattributed,0.0,0.0,1350.0,1350.0,9,1,1,0,Tier 2: Digital Marketing
46ded339,Business services,small,US,unattributed,0.0,0.0,18892.19,1349.4421428571427,29,1,1,0,Tier 2: Digital Marketing
14703635,Business services,small,US,unattributed,0.0,0.0,4000.0,1333.3333333333333,28,1,1,0,Tier 2: Digital Marketing
bff6d263,Business services,small,US,unattributed,0.0,0.0,1333.28,1333.28,16,1,1,0,Tier 2: Digital Marketing
192ba64b,Business services,small,US,unattributed,0.0,0.0,18435.0,1316.7857142857142,22,1,1,0,Tier 2: Digital Marketing
cf396be6,Business services,small,GB,paylink,0.0,1306.62,1306.62,1306.62,7,1,0,1,Tier 2: Digital Marketing
71130a4e,Business services,medium,SG,paylink,0.0,15608.470000000001,15608.470000000001,1300.7058333333334,4,1,0,1,Tier 2: Digital Marketing
3bfe1795,Business services,small,US,unattributed,0.0,0.0,3900.0,1300.0,6,1,1,0,Tier 2: Digital Marketing
684ecb5a,Business services,small,US,unattributed,0.0,0.0,10316.82,1289.6025,21,1,1,0,Tier 2: Digital Marketing
cde21eec,Business services,small,GB,paylink,0.0,6408.39,6408.39,1281.678,43,1,0,1,Tier 2: Digital Marketing
e24c69fc,Others,small,US,paylink,0.0,5243.76,6334.76,1266.952,17,0,1,1,Tier 2: Digital Marketing
31a2c962,Personal services,small,CA,paylink,0.0,3800.0,3800.0,1266.6666666666667,3,1,0,1,Tier 2: Digital Marketing
bc9a2db9,Others,small,US,paylink,0.0,3800.0,3800.0,1266.6666666666667,34,0,1,1,Tier 2: Digital Marketing
dd1e587d,Business services,small,US,unattributed,0.0,0.0,10006.25,1250.78125,21,1,1,0,Tier 2: Digital Marketing
53068914,Business services,small,US,unattributed,0.0,0.0,1250.0,1250.0,4,1,1,0,Tier 2: Digital Marketing
c44394a8,Business services,small,US,unattributed,0.0,0.0,1243.89,1243.89,21,1,1,0,Tier 2: Digital Marketing
1494c495,Personal services,small,US,unattributed,0.0,0.0,11135.750000000002,1237.3055555555557,7,1,1,0,Tier 2: Digital Marketing
09df8932,Business services,small,CA,paylink,0.0,9873.01,9873.01,1234.12625,4,1,0,1,Tier 2: Digital Marketing
3df50154,Personal services,small,US,checkout,9161.0,0.0,17038.0,1217.0,7,1,1,0,Tier 2: Digital Marketing
43741f31,Personal services,small,US,unattributed,0.0,0.0,10944.57,1216.0633333333333,35,1,1,0,Tier 2: Digital Marketing
25c5980e,Business services,small,US,unattributed,0.0,0.0,6031.0,1206.2,6,1,1,0,Tier 2: Digital Marketing
5dc7941b,Personal services,small,US,unattributed,0.0,0.0,4805.52,1201.38,57,1,1,0,Tier 2: Digital Marketing
4504033,Business services,small,US,unattributed,0.0,0.0,12002.2,1200.22,12,1,1,0,Tier 2: Digital Marketing
bba1552b,Personal services,small,US,unattributed,0.0,0.0,4800.0,1200.0,57,1,1,0,Tier 2: Digital Marketing
47270293,Business services,small,US,unattributed,0.0,0.0,8398.0,1199.7142857142858,7,1,1,0,Tier 2: Digital Marketing
55cec877,Personal services,small,GB,paylink,0.0,10780.66,10780.66,1197.851111111111,2,1,0,1,Tier 2: Digital Marketing
c1b5a566,Business services,small,BR,paylink,0.0,1197.0,1197.0,1197.0,2,1,0,1,Tier 2: Digital Marketing
d302fecc,Business services,small,US,unattributed,0.0,0.0,3585.0,1195.0,36,1,1,0,Tier 2: Digital Marketing
f091aad1,Business services,small,US,unattributed,0.0,0.0,3580.52,1193.5066666666667,63,1,1,0,Tier 2: Digital Marketing
c96128ad,Business services,small,US,unattributed,0.0,0.0,13033.08,1184.8254545454545,5,1,1,0,Tier 2: Digital Marketing
fda92f3b,Business services,small,US,unattributed,0.0,0.0,13011.0,1182.8181818181818,71,1,1,0,Tier 2: Digital Marketing
ee9cc48d,Others,small,US,paylink,0.0,7050.0,7050.0,1175.0,15,0,1,1,Tier 2: Digital Marketing
d5dda3df,Personal services,small,US,unattributed,0.0,0.0,5806.48,1161.2959999999998,16,1,1,0,Tier 2: Digital Marketing
fc51d71e,Business services,small,US,unattributed,0.0,0.0,3482.95,1160.9833333333333,6,1,1,0,Tier 2: Digital Marketing
51458f04,Business services,small,US,unattributed,0.0,0.0,10448.0,1160.888888888889,2,1,1,0,Tier 2: Digital Marketing
dcc0c120,Personal services,small,US,unattributed,0.0,0.0,11527.0,1152.7,3,1,1,0,Tier 2: Digital Marketing
b638cef4,Business services,small,US,unattributed,0.0,0.0,4592.66,1148.165,20,1,1,0,Tier 2: Digital Marketing
6ae41c72,Business services,small,US,unattributed,0.0,0.0,5700.0,1140.0,17,1,1,0,Tier 2: Digital Marketing
00a7095f,Personal services,small,US,unattributed,0.0,0.0,10223.0,1135.888888888889,5,1,1,0,Tier 2: Digital Marketing
79c6cdf6,Personal services,small,US,unattributed,0.0,0.0,13604.5,1133.7083333333333,51,1,1,0,Tier 2: Digital Marketing
77776d3d,Business services,small,US,unattributed,0.0,0.0,1132.5,1132.5,32,1,1,0,Tier 2: Digital Marketing
4997251b,"Religion, politics & other memberships",small,US,paylink,0.0,10175.0,10175.0,1130.5555555555557,33,0,1,1,Tier 2: Digital Marketing
da8dbc2f,Business services,small,US,unattributed,0.0,0.0,14623.330000000004,1124.8715384615386,7,1,1,0,Tier 2: Digital Marketing
6cc2057e,Business services,small,US,unattributed,0.0,0.0,2231.25,1115.625,26,1,1,0,Tier 2: Digital Marketing
88300643,Business services,small,JP,unattributed,0.0,0.0,14484.29,1114.176153846154,5,1,1,0,Tier 2: Digital Marketing
4cd5b781,Business services,small,US,unattributed,0.0,1027.0,2227.0,1113.5,29,1,1,0,Tier 2: Digital Marketing
30cf434c,Personal services,small,US,unattributed,0.0,0.0,8858.0,1107.25,22,1,1,0,Tier 2: Digital Marketing
f64f84ea,Business services,medium,US,unattributed,0.0,750.0,9962.41,1106.9344444444444,2,1,1,0,Tier 2: Digital Marketing
058f2a33,Personal services,small,GB,paylink,0.0,7747.949999999999,7747.949999999999,1106.85,8,1,0,1,Tier 2: Digital Marketing
62323489,Business services,small,US,unattributed,0.0,291.0,5532.0,1106.4,32,1,1,0,Tier 2: Digital Marketing
3a40f731,Digital goods,small,US,paylink,360.0,11776.25,12136.25,1103.2954545454545,3,0,1,1,Tier 2: Digital Marketing
cbf7d164,Personal services,small,US,unattributed,0.0,0.0,2197.4,1098.7,34,1,1,0,Tier 2: Digital Marketing
685a1048,Personal services,small,US,unattributed,0.0,0.0,6533.5,1088.9166666666667,34,1,1,0,Tier 2: Digital Marketing
b0b5f33d,Business services,small,US,unattributed,0.0,300.0,2167.0,1083.5,6,1,1,0,Tier 2: Digital Marketing
fbba015b,Personal services,small,US,unattributed,0.0,5030.0,10807.0,1080.7,2,1,1,0,Tier 2: Digital Marketing
36b2301a,Business services,small,US,unattributed,0.0,0.0,3192.87,1064.29,78,1,1,0,Tier 2: Digital Marketing
fe33984e,Business services,small,US,unattributed,0.0,0.0,11681.560000000001,1061.96,6,1,1,0,Tier 2: Digital Marketing
c06421d8,Business services,small,US,unattributed,0.0,0.0,14821.0,1058.642857142857,54,1,1,0,Tier 2: Digital Marketing
63bfc5cb,Personal services,small,US,unattributed,0.0,0.0,14790.68,1056.4771428571428,6,1,1,0,Tier 2: Digital Marketing
07613d69,Business services,small,US,unattributed,0.0,0.0,2112.75,1056.375,4,1,1,0,Tier 2: Digital Marketing
6848245a,Personal services,small,US,unattributed,0.0,0.0,3151.5,1050.5,45,1,1,0,Tier 2: Digital Marketing
70d5069d,Business services,small,US,unattributed,0.0,0.0,12522.5,1043.5416666666667,34,1,1,0,Tier 2: Digital Marketing
cde46c3c,Business services,small,US,unattributed,0.0,0.0,15643.53,1042.902,15,1,1,0,Tier 2: Digital Marketing
61638e3a,Digital goods,small,US,paylink,0.0,2079.0,2079.0,1039.5,14,0,1,1,Tier 2: Digital Marketing
87e2cd80,Business services,small,US,unattributed,0.0,0.0,2075.5,1037.75,32,1,1,0,Tier 2: Digital Marketing
f518f38c,Personal services,small,US,unattributed,0.0,0.0,2059.3999999999996,1029.6999999999998,3,1,1,0,Tier 2: Digital Marketing
b3b5ac04,Personal services,small,US,unattributed,0.0,0.0,3064.49,1021.4966666666666,20,1,1,0,Tier 2: Digital Marketing
8635b353,Personal services,small,US,unattributed,0.0,0.0,10202.04,1020.2040000000001,36,1,1,0,Tier 2: Digital Marketing
1fe07ddb,Personal services,small,GB,paylink,0.0,1016.74,1016.74,1016.74,58,1,0,1,Tier 2: Digital Marketing
bd1f4239,Business services,small,US,unattributed,0.0,0.0,15219.5,1014.6333333333333,28,1,1,0,Tier 2: Digital Marketing
8086e79e,Personal services,small,GB,paylink,0.0,1010.54,1010.54,1010.54,16,1,0,1,Tier 2: Digital Marketing
05d282a8,Personal services,small,US,unattributed,0.0,0.0,5035.0,1007.0,22,1,1,0,Tier 2: Digital Marketing
4e929f90,Business services,small,US,unattributed,0.0,0.0,15102.09,1006.806,27,1,1,0,Tier 2: Digital Marketing
5b9a88a5,Others,small,US,paylink,0.0,1001.0,1001.0,1001.0,27,0,1,1,Tier 2: Digital Marketing
c41a9912,Business services,small,US,unattributed,0.0,0.0,1000.0,1000.0,95,1,1,0,Tier 2: Digital Marketing
a49913c3,Personal services,small,US,unattributed,0.0,0.0,1000.0,1000.0,7,1,1,0,Tier 2: Digital Marketing
1f1d5ac3,Business services,small,US,paylink,0.0,1000.0,1000.0,1000.0,49,1,1,1,Tier 2: Digital Marketing
684aee61,Personal services,small,US,unattributed,0.0,0.0,1000.0,1000.0,2,1,1,0,Tier 2: Digital Marketing
cdd059df,Business services,small,US,unattributed,0.0,0.0,1000.0,1000.0,5,1,1,0,Tier 2: Digital Marketing
dc912439,Personal services,small,US,unattributed,0.0,0.0,1000.0,1000.0,18,1,1,0,Tier 2: Digital Marketing
f49a1c81,Business services,small,US,unattributed,0.0,0.0,1000.0,1000.0,2,1,1,0,Tier 2: Digital Marketing
7e953200,"Religion, politics & other memberships",small,US,paylink,0.0,2000.0,2000.0,1000.0,5,0,1,1,Tier 2: Digital Marketing
3b07f065,Business services,small,US,unattributed,0.0,0.0,1000.0,1000.0,5,1,1,0,Tier 2: Digital Marketing
80d78a5d,Business services,small,US,unattributed,0.0,0.0,2987.51,995.8366666666667,3,1,1,0,Tier 2: Digital Marketing
8619bbae,Business services,small,US,unattributed,0.0,0.0,995.0,995.0,5,1,1,0,Tier 2: Digital Marketing
0849ea8b,Personal services,small,US,unattributed,0.0,0.0,3914.0,978.5,22,1,1,0,Tier 2: Digital Marketing
3bcf691e,Business services,medium,US,unattributed,0.0,0.0,10711.0,973.7272727272727,3,1,1,0,Tier 2: Digital Marketing
1203a035,Business services,small,US,unattributed,0.0,0.0,965.0,965.0,61,1,1,0,Tier 2: Digital Marketing
200940be,Business services,small,US,unattributed,0.0,0.0,10614.46,964.950909090909,13,1,1,0,Tier 2: Digital Marketing
32f86a7f,Personal services,small,JP,paylink,0.0,3853.2900000000004,3853.2900000000004,963.3225000000001,2,1,1,1,Tier 2: Digital Marketing
0589626e,Business services,small,US,unattributed,0.0,0.0,9575.0,957.5,10,1,1,0,Tier 2: Digital Marketing
06b71bc5,Business services,small,US,unattributed,0.0,0.0,4751.25,950.25,29,1,1,0,Tier 2: Digital Marketing
658eca80,Personal services,small,US,unattributed,0.0,0.0,4744.0,948.8,53,1,1,0,Tier 2: Digital Marketing
2912100c,Personal services,small,MX,paylink,0.0,3745.0,3745.0,936.25,19,1,0,1,Tier 2: Digital Marketing
3c017d7d,Digital goods,small,US,paylink,0.0,934.15,934.15,934.15,32,0,1,1,Tier 2: Digital Marketing
e4a9d7ed,Business services,small,US,unattributed,0.0,0.0,934.0,934.0,2,1,1,0,Tier 2: Digital Marketing
9118b2f6,Business services,small,US,unattributed,0.0,0.0,13761.849999999995,917.4566666666664,73,1,1,0,Tier 2: Digital Marketing
5894a61e,Business services,small,US,unattributed,0.0,0.0,12648.599999999999,903.4714285714284,34,1,1,0,Tier 2: Digital Marketing
80944395,Business services,small,US,unattributed,0.0,0.0,900.0,900.0,6,1,1,0,Tier 2: Digital Marketing
17481736,Business services,small,US,unattributed,0.0,0.0,3597.0,899.25,3,1,1,0,Tier 2: Digital Marketing
e46e764e,Business services,small,US,unattributed,0.0,0.0,12584.74,898.91,64,1,1,0,Tier 2: Digital Marketing
